link,title,category,latitude,longitude,address
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135ab8a68e4b841:0x9fd26a98d0f134f4!8m2!3d21.0088272!4d105.8488594!16s%2Fg%2F11b6dqn8j7!19sChIJQbjkaIqrNTER9DTx0Jhq0p8?authuser=0&hl=en&rclk=1,Vietcombank,Bank,21.008827,105.848859,"344 P. Bà Triệu, Lê Đại Hành, Hai Bà Trưng, Hà Nội"
https://www.google.com/maps/place/Vietcombank+CN+H%C3%A0+Th%C3%A0nh+-+PGD+S%E1%BB%91+7/data=!4m7!3m6!1s0x3135abf5b6cfd923:0xacf81097e242da1!8m2!3d21.0092765!4d105.8565907!16s%2Fg%2F11c551066v!19sChIJI9nPtvWrNTERoS0kfgmBzwo?authuser=0&hl=en&rclk=1,Vietcombank CN Hà Thành - PGD Số 7,Bank,21.009276,105.856591,"402 Đ. Trần Khát Chân, Thanh Nhàn, Hai Bà Trưng, Hà Nội"
https://www.google.com/maps/place/ATM+Vietcombank/data=!4m7!3m6!1s0x3135ab83672c58e1:0xf3267d6db1fda6a1!8m2!3d21.0189631!4d105.8345218!16s%2Fg%2F11f06l85f6!19sChIJ4VgsZ4OrNTERoab9sW19JvM?authuser=0&hl=en&rclk=1,ATM Vietcombank,ATM,21.018963,105.834522,"195 P. Khâm Thiên, Thổ Quan, Đống Đa, Hà Nội"
https://www.google.com/maps/place/ATM+Ng%C3%A2n+H%C3%A0ng+Ph%C6%B0%C6%A1ng+Nam+-+VCB+PGD+S%E1%BB%91+2/data=!4m7!3m6!1s0x3135ab91bb1de79f:0xa0780a6222d42c74!8m2!3d21.0216604!4d105.8446308!16s%2Fg%2F11nrczhcb9!19sChIJn-cdu5GrNTERdCzUImIKeKA?authuser=0&hl=en&rclk=1,ATM Ngân Hàng Phương Nam - VCB PGD Số 2,ATM,21.02166,105.844631,"Phố P. Trần Bình Trọng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội"
https://www.google.com/maps/place/Vietcombank+H%E1%BB%99i+S%E1%BB%9F/data=!4m7!3m6!1s0x3135ab007884076f:0x6a7cde5742e696d!8m2!3d21.0288441!4d105.8574239!16s%2Fg%2F11vm5v1w4z!19sChIJbweEeACrNTERbWkudOXNpwY?authuser=0&hl=en&rclk=1,Vietcombank Hội Sở,Bank,21.028844,105.857424,"198 Đ. Trần Quang Khải, Lý Thái Tổ, Hoàn Kiếm, Hà Nội 100000"
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135ab8f9273cd95:0xf86c10f7542e986!8m2!3d21.018032!4d105.8416999!16s%2Fg%2F1jkwnv70_!19sChIJlc1zko-rNTERhulCdQ_Bhg8?authuser=0&hl=en&rclk=1,Vietcombank,ATM,21.018032,105.8417,"2R9R+6M8 Vietcombank, Lê Duẩn, P. Nguyễn Quyền, Nguyễn Du, Hai Bà Trưng, Hà Nội"
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135abaf5e409973:0xbeb173203cb95e8!8m2!3d21.043823!4d105.8362975!16s%2Fg%2F11cjj4d8ts!19sChIJc5lAXq-rNTER6JXLAzIX6ws?authuser=0&hl=en&rclk=1,Vietcombank,ATM,21.043823,105.836298,"9 Đ. Thanh Niên, Quán Thánh, Ba Đình, Hà Nội"
https://www.google.com/maps/place/ATM+Southernbank+-+Techcombank+Headquarters/data=!4m7!3m6!1s0x3135abc75444ab41:0x67e6045e9c1b1a0c!8m2!3d21.0367417!4d105.8531093!16s%2Fg%2F11btlzcy2g!19sChIJQatEVMerNTERDBobnF4E5mc?authuser=0&hl=en&rclk=1,ATM Southernbank - Techcombank Headquarters,ATM,21.036742,105.853109,"Số 15, Phố P. Đào Duy Từ, Hàng Buồm, Hoàn Kiếm, Hà Nội"
https://www.google.com/maps/place/Vietcombank/data=!4m7!3m6!1s0x3135abaf5e409973:0xbeb173203cb95e8!8m2!3d21.043823!4d105.8362975!16s%2Fg%2F11cjj4d8ts!19sChIJc5lAXq-rNTER6JXLAzIX6ws?authuser=0&hl=en&rclk=1,Vietcombank,ATM,21.043823,105.836298,"9 Đ. Thanh Niên, Quán Thánh, Ba Đình, Hà Nội"
https://www.google.com/maps/place/Vietcombank+ATM/data=!4m7!3m6!1s0x3135ab8a663b7b95:0xf3575bdc3f0792d7!8m2!3d21.0088659!4d105.8488976!16s%2Fg%2F1v298h7x!19sChIJlXs7ZoqrNTER15IHP9xbV_M?authuser=0&hl=en&rclk=1,Vietcombank ATM,ATM,21.008866,105.848898,"344 P. Bà Triệu, Lê Đại Hành, Hai Bà Trưng, Hà Nội"
